id,date,country,event_type,disinfo_subtype,threat_level,headline,summary,actors,platforms,spread,disinfo_narratives,related_events,disinfo_confidence,detection_method,content_observed,narrative_families,event_id,_original_summary,_review_notes,_reviewed,observation_count,last_observation,source_urls,narrative_family,countries,keywords,reclassification_note,reclassified_from,reclassified_date,extracted_claims,research_sources,_reclassified_from,status,reach_data,_original_headline,disinfo_justification,source_basis,verification_status,ve_related,al_shabaab_related,tags,data_source,detected_by,detection_timestamp,last_seen,intensity_trend,countries_affected,origin,online_dynamics
SOM-2025-002-DI,2025-02-01,Somalia,DISINFO,propaganda,P1 CRITICAL,"ISIS-Somalia networks reframe US airstrike as 'foreign aggression on Muslim lands,' intensify anti-US recruitment messaging","After AFRICOM's airstrike killed 46 ISIS-Somalia fighters, ISS propaganda networks on Telegram quickly reframed the strike as foreign aggression on Muslim lands, leveraging anti-US grievance narratives for recruitment. Meanwhile, Trump and SecDef Hegseth publicized the strike on social media as a national security victory. Both sides weaponized the same event for competing propaganda purposes.","['U.S. AFRICOM', 'Trump administration', 'ISIS-Somalia', 'Puntland Security Forces']","['Telegram', 'Social media']",2,['NAR-SO-003'],['SOM-2025-002'],HIGH,meta_monitoring,False,"[{'family': 'Foreign Aggression Narrative', 'intensity': 3}, {'family': 'VE Recruitment', 'intensity': 3}]",SOM-2025-002-DI,,"Classic ISIS propaganda reframing of military losses into recruitment narratives, showing sophisticated information warfare capabilities.",2026-03-19T07:54:23.218767+00:00,0,,https://defenceweb.co.za/african-news/africom-carries-out-first-trump-directed-airstrike-on-isis-somalia/; https://www.africom.mil/pressrelease/36181/us-forces-conduct-airstrikes-targeting-isis-somalia,,,,,,,['US airstrikes in Somalia constitute foreign aggression on Muslim lands'],"['https://gnet-research.org/2025/05/07/is-wilayah-somalia-digital-propaganda-and-strategy-against-the-puntland-and-its-foreign-allies/', 'https://www.hiiraan.com/news4/2025/Feb/200270/telegram_shuts_down_isis_propaganda_channel_in_somalia_amid_crackdown.aspx', 'https://www.africom.mil/pressrelease/35715/update-us-forces-strike-on-isis-somalia', 'https://www.hiiraan.com/news4/2025/Feb/200082/puntland_confirms_46_isis_deaths_in_u_s_airstrikes_on_al_miskad_mountains.aspx', 'https://newamerica.org/future-security/articles/africom-provides-death-tolls-for-2025-strikes/']",,resolved,"{'channels': 'Manjaniq Media + Al Hijratain Radio + Voice of Munasir + multiple discussion Telegram groups — total number not publicly specified in available sources', 'views': 'Not publicly documented', 'audience': 'Primarily Somali-speaking diaspora, Oromo/Amharic-speaking Ethiopian Muslims, Kenyan Somali community', 'speed_of_spread': 'Rapid — propaganda content appeared within days of strikes', 'notable': 'Since February 2025, supporters reported deletion of primary discussion groups and accounts, indicating Telegram moderation was ongoing; supporters advised using alternate apps (Zangi messenger)'}",,,,,,,,,,,,,,,
SOM-2025-003,2025-02-03,Somalia,CONTEXT,,P2 HIGH,Senior ISIS-Somalia commander Abdirahman Shirwac surrenders to Puntland forces,"Senior ISIS-Somalia commander Abdirahman Shirwac surrendered to Puntland forces in the Cal Miskaad mountains following US airstrikes and ground operations. Puntland authorities publicized the capture as operational success, while ISIS networks attempted to minimize its significance through online channels.","['ISIS-Somalia', 'Puntland Security Forces', 'U.S. AFRICOM']","['SONNA (state media)', 'Al Jazeera', 'Telegram (ISS denial)']",3,['NAR-SO-004'],"['EXT-2025-006', 'EXT-2025-007', 'EXT-2025-028', 'SOM-2025-001', 'SOM-2025-002', 'SOM-2025-004', 'SOM-2025-021', 'SOM-2025-033', 'SOM-2025-036', 'SOM-2025-037', 'SOM-2025-043', 'SOM-2025-045', 'SOM-2026-001', 'SOM-2026-010', 'SOM-2026-011', 'SOM-2025-003-DI']",,meta_monitoring,False,"[{'family': 'Delegitimization', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Adjusted from 3 to 2 (delta -1) by LLM-as-judge calibration'}, {'family': 'Counter-Narrative Response', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Confirmed at 2 by LLM-as-judge calibration'}, {'family': 'Religious Justification', 'intensity': 1, 'calibrated': True, 'calibration_note': 'Adjusted from 2 to 1 (delta -1) by LLM-as-judge calibration'}]",SOM-2025-003,"Abdirahman Shirwac Aw-Saciid, head of ISIS-Somalia's assassination squad (alias 'Laahoor'), surrendered to authorities in the Cal Miskaad mountains after ongoing US airstrikes and Puntland ground operations. His capture was publicized widely by Puntland authorities as evidence of operational success. ISIS online networks attempted to minimize the significance of the surrender while continuing to publish denial propaganda; ISS media continued to portray surrenders as coercion or fabrication to maintain recruitment appeal among diaspora audiences.","Legitimate news event about ISIS commander surrender, no disinformation content detected.",2026-03-19T07:54:23.218802+00:00,0,,https://www.aljazeera.com/news/2025/2/3/senior-isil-somalia-commander-captured-in-puntland,,,,,,,,,,,,,,,,,,,,,,,,,,
EXT-2025-002,2025-02-03,Regional,CONTEXT,,P2 HIGH,DW Investigation Exposes Russia's Propaganda Machine in Africa: RT and Sputnik Expand Despite Western Bans,"Deutsche Welle investigation documented Russian state media expansion across Africa through RT and Sputnik operations. The investigation revealed RT's English-language media center in South Africa and Sputnik's Francophone broadcasts, both promoting pro-Russian narratives as Western outlets reduced African coverage.","['RT (Russia Today)', 'Sputnik Africa', 'African Initiative Agency']","['Satellite TV', 'Online portals', 'Telegram']",3,['NAR-FP-001'],"['EXT-2025-003', 'EXT-2025-011', 'EXT-2025-013', 'EXT-2025-015', 'EXT-2025-016', 'EXT-2025-017', 'EXT-2025-018', 'EXT-2025-029', 'EXT-2025-032', 'EXT-2025-034', 'EXT-2025-036', 'EXT-2026-002', 'EXT-2026-004', 'EXT-2026-005', 'EXT-2026-008']",MEDIUM,meta_monitoring,False,"[{'family': 'Foreign Influence Operation', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Adjusted from 5 to 3 (delta -2) by LLM-as-judge calibration'}, {'family': 'Foreign Influence Operation', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Adjusted from 5 to 3 (delta -2) by LLM-as-judge calibration'}]",EXT-2025-002,"Deutsche Welle published a detailed investigation revealing the structural mechanisms of Russian disinformation in Africa, documenting how RT and Sputnik expanded their African operations as Western outlets cut budgets. The investigation found RT operating an English-language media center in South Africa and Sputnik Africa running Francophone broadcasts, both actively promoting pro-Russian narratives including dismissing Ukrainian war crimes as 'fake news' in journalist training programmes. Russian state training courses for African journalists were shown to incorporate systematic narrative distortion aligned with Kremlin talking points.","Important contextual reporting on Russian media expansion in Africa, providing structural intelligence on disinformation operations.",2026-03-19T07:54:23.218811+00:00,0,,https://www.dw.com/en/how-russias-propaganda-machine-sows-disinformation-in-africa/a-71453082; https://ecfr.eu/publication/the-bear-and-the-bot-farm-countering-russian-hybrid-warfare-in-africa/,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM-2025-003-DI,2025-02-03,Somalia,DISINFO,propaganda,P2 HIGH,"ISIS-Somalia Telegram channels dispute Shirwac surrender, claim it was fabricated to demoralize supporters","ISIS-Somalia affiliated Telegram channels disputed Puntland authorities' announcement of commander Abdirahman Shirwac's surrender, claiming it was fabricated or coerced. This counter-narrative represents standard ISIS information operations tactics to prevent supporter demoralization when facing operational setbacks.","['ISIS-Somalia', 'Puntland Security Forces', 'U.S. AFRICOM']",['Telegram'],1,['NAR-SO-004'],['SOM-2025-003'],HIGH,meta_monitoring,False,"[{'family': 'VE Counter-Narrative', 'intensity': 3}]",SOM-2025-003-DI,"After Puntland authorities publicized the capture of ISIS-Somalia assassination squad leader Abdirahman Shirwac, ISS-affiliated Telegram channels quickly disputed the narrative, claiming the surrender was fabricated or coerced. This counter-narrative aimed to prevent demoralization among online supporters and would-be recruits — a standard ISIS information operations tactic when facing operational setbacks.","Classic ISIS information warfare response to operational setbacks, attempting to maintain morale through narrative manipulation.",2026-03-19T07:54:23.218821+00:00,0,,https://www.aljazeera.com/news/2025/2/3/senior-isil-somalia-commander-captured-in-puntland,,,,,,,"[""Abdirahman Shirwac's surrender was fabricated by Puntland authorities"", ""Shirwac's surrender was coerced rather than voluntary""]","['https://gnet-research.org/2025/05/07/is-wilayah-somalia-digital-propaganda-and-strategy-against-the-puntland-and-its-foreign-allies/', 'https://www.aljazeera.com/news/2025/2/3/senior-isil-somalia-commander-captured-in-puntland', 'https://documents.un.org/doc/undoc/gen/n25/322/00/pdf/n2532200.pdf']",,resolved,"{'channels': 'Al Hijratain Radio + Majerteen media retranslation; total channels not publicly documented', 'views': 'Not publicly documented', 'speed_of_spread': 'Al Hijratain Radio March broadcast addressed the issue ~4 weeks after initial surrender', 'audience': 'Somali-speaking ISS supporters and potential recruits'}",,,,,,,,,,,,,,,
EXT-2025-026,2025-02-04,Regional,CONTEXT,,P2 HIGH,"ISS African Futures: China's CGTN, China Daily, and Xinhua Embedding CCP United Front Narratives in East Africa Coverage","ISS African Futures analysis revealed China's state media expansion across Africa through CGTN, China Daily, and Xinhua, embedding United Front Work Department narratives into local coverage. Beijing's strategy involves hiring African presenters at premium rates to provide local credibility for Chinese messaging.","['CGTN Africa', 'Xinhua', 'China Daily', 'United Front Work Department']","['CGTN (TV/online)', 'Xinhua', 'YouTube', 'Facebook', 'Local TV partnerships']",5,['NAR-FP-002'],['EXT-2025-010'],MEDIUM,meta_monitoring,False,"[{'family': 'CCP United Front Work Africa Narratives', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Adjusted from 5 to 3 (delta -2) by LLM-as-judge calibration'}, {'family': 'Anti-Democracy/Multipolar Framing', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Adjusted from 5 to 3 (delta -2) by LLM-as-judge calibration'}]",EXT-2025-026,"ISS African Futures analysis documented how China's state media apparatus — CGTN, China Daily, and Xinhua — had established dozens of bureaus throughout Africa weaving United Front Work Department-originated rhetoric into African news coverage. Beijing's strategy involves hiring local African presenters and reporters at above-market rates to provide 'African faces' for Chinese narratives. CGTN's 65-language operations (documented by RSF) target East African audiences with content that consistently suppresses coverage of BRI debt concerns, human rights abuses, and environmental damage, while promoting 'win-win cooperation' framing.","Critical analysis of Chinese soft power and influence operations in African media, revealing sophisticated narrative embedding strategies.",2026-03-19T07:54:23.218827+00:00,0,,https://futures.issafrica.org/blog/2025/Disinformation-tactics-in-Africa; https://rsf.org/en/65-language-megaphone-how-chinese-state-media-cgtn-shaping-global-narratives; https://globalvoices.org/2025/06/12/how-chinese-media-ignores-the-environmental-toll-of-the-belt-and-road-initiative-in-africa/,,,,"ISS ANALYSIS of Chinese media strategy — report about propaganda, not propaganda itself",DISINFO,2026-03-16,,"{'iss_report': 'https://issafrica.org/iss-today/foreign-interest-in-africa-comes-with-damaging-disinformation-tactics', 'bloomberg_china_media_not_watching': 'https://www.bloomberg.com/news/articles/2026-03-02/chinese-media-lag-bbc-and-cnn-in-africa-despite-massive-investment', 'acme_china_media_muscle': 'https://acme-ug.org/2025/02/12/china-flexes-its-media-muscle-in-africa-encouraging-positive-headlines-as-part-of-a-soft-power-agenda/', 'hybrid_coe_report': 'https://www.hybridcoe.fi/wp-content/uploads/2025/01/web_Hybrid_CoE_Research_Report_29012025.pdf', 'iss_munich_china_paying_attention': 'https://issafrica.org/iss-today/african-conflicts-barely-registered-at-munich-but-china-is-paying-attention'}",,,,,,,,,,,,,,,,,,
KEN-2025-003,2025-02-10,Kenya,CONTEXT,,P2 HIGH,Kenya government ramps up crackdown on AI-generated political content; fear stalks critics,"Kenya's government intensified its crackdown on AI-generated political content, with authorities reportedly abducting individuals like cartoonist Gideon Kibet and student Billy Mwangi for sharing AI images depicting President Ruto in a coffin. The Kenya National Human Rights Commission documented 82 abduction cases since June 2024, with 29 people still missing, raising concerns about digital rights and freedom of expression.","['Kenya National Intelligence Service (NIS)', 'National Police Service', 'KNCHR', 'Activists and bloggers']","['Facebook', 'X (Twitter)', 'Instagram']",3,['NAR-KE-003b'],[],MEDIUM,meta_monitoring,False,"[{'family': 'Delegitimization', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Adjusted from 4 to 3 (delta -1) by LLM-as-judge calibration'}, {'family': 'Existential Threat', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Confirmed at 3 by LLM-as-judge calibration'}]",KEN-2025-003,"Deutsche Welle documented Kenya's escalating crackdown on AI-generated social media content, with individuals including cartoonist Gideon Kibet and student Billy Mwangi reportedly abducted after sharing AI-generated images depicting President Ruto in a coffin. The Kenya National Human Rights Commission had reported 82 abduction cases since June 2024, with at least 29 people still missing. The crackdown triggered a national debate about free speech versus government regulation of AI-generated content.","Significant escalation in Kenya's digital crackdown targeting AI-generated political content, indicating broader state concerns about synthetic media in political discourse.",2026-03-19T07:54:47.141413+00:00,0,,https://www.dw.com/en/kenya-ai-generated-social-media-content-free-speech-v2/a-71524279; https://advox.globalvoices.org/2025/07/12/how-kenyans-are-using-ai-during-protests/,,,,,,,['AI-generated images depicting President Ruto in a coffin'],,,,,,,,,,,,,,,,,,,
SSD-2025-003,2025-02-11,South Sudan,CONTEXT,,P3 MODERATE,CIPESA report documents hundreds of hate speech incidents across South Sudan social media platforms,"CIPESA released a report documenting hundreds of hate speech, misinformation, and disinformation incidents across South Sudan's social media platforms, based on six months of monitoring by DefyHateNow. The study found widespread divisive content on Facebook, WhatsApp, X, and TikTok, with algorithmic amplification exacerbating ethnic tensions and harmful narratives.","['Political figures and accounts', 'Ethnic community networks', 'DefyHateNow/Digital Rights Frontlines', 'CIPESA']","['Facebook', 'WhatsApp', 'X (Twitter)', 'TikTok']",4,['NAR-FP-001'],"['SSD-2025-004', 'SSD-2025-005', 'SSD-2025-006', 'SSD-2025-008', 'SSD-2025-009', 'SSD-2025-011', 'SSD-2025-012', 'SSD-2025-017']",MEDIUM,meta_monitoring,False,"[{'family': 'Ethnic Incitement', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Adjusted from 4 to 2 (delta -2) by LLM-as-judge calibration'}, {'family': 'Misinformation/Disinformation', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Adjusted from 5 to 2 (delta -3) by LLM-as-judge calibration'}]",SSD-2025-003,"A report published by CIPESA (Collaboration on International ICT Policy for East and Southern Africa) found hundreds of documented incidents of hate speech, misinformation, and disinformation across Facebook, WhatsApp, X (Twitter), and TikTok in South Sudan, based on six months of monitoring by DefyHateNow (Digital Rights Frontlines). The report highlighted algorithmic amplification of divisive content, weak regulatory frameworks, and the role of political figures in stoking ethnic tensions online. The findings provided a pre-crisis baseline for the escalation that followed the Nasir clashes in March.","Comprehensive documentation of South Sudan's social media hate speech ecosystem, providing valuable baseline data for understanding platform-based ethnic tensions.",2026-03-19T07:54:47.141436+00:00,0,,https://cipesa.org/2025/02/social-medias-role-in-hate-speech-a-double-edged-sword-for-south-sudan/,,,,,,,['Hate speech targeting ethnic communities'],,,,,,,,,,,,,,,,,,,
SSD-2025-004,2025-02-14,South Sudan,CONTEXT,,P2 HIGH,Armed clashes in Nasir trigger civilian displacement and conflicting narratives about SSPDF operations,"Fighting began on 14 February 2025 when the SSPDF attacked civilians in a marketplace in Nasir, leading to armed confrontations with local White Army-aligned youth that displaced thousands. By 25 February, the SSPDF launched airstrikes on SPLA-IO positions in response to what it claimed was a large-scale offensive, with strikes also hitting civilian areas. The National Salvation Front (NAS) issued a statement on 28 February warning of possible war crimes and genocide, accusing the government of orchestrating communal violence by pitting ethnic groups against each other.","['SSPDF', 'White Army', 'SPLA-IO', 'NAS (National Salvation Front)', 'Civilians']","['Radio', 'Facebook', 'WhatsApp']",3,[],"['SSD-2025-003', 'SSD-2025-005', 'SSD-2025-006', 'SSD-2025-008', 'SSD-2025-009', 'SSD-2025-011', 'SSD-2025-012', 'SSD-2025-017']",,meta_monitoring,False,"[{'family': 'Victimhood/Grievance', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Confirmed at 3 by LLM-as-judge calibration'}, {'family': 'Ethnic Incitement', 'intensity': 3, 'calibrated': True, 'calibration_note': 'Confirmed at 3 by LLM-as-judge calibration'}, {'family': 'Existential Threat', 'intensity': 4, 'calibrated': True, 'calibration_note': 'Confirmed at 4 by LLM-as-judge calibration'}]",SSD-2025-004,,Military conflict with competing narratives about who initiated hostilities and the nature of civilian targeting - potential disinformation around military justifications.,2026-03-19T07:54:47.141446+00:00,0,,https://www.hrw.org/news/2025/02/27/south-sudan-army-attacks-displace-thousands-nasir; https://www.nassouthsudan.com/blog/2025/03/01/nas-warns-of-possible-war-crimes-genocide-amid-rising-sspdf-operations-against-some-communities/,,,,,,,['SSPDF claims SPLA-IO launched large-scale offensive justifying airstrikes'],,,,,"SSPDF attacks civilians in Nasir marketplace, triggers armed confrontations and airstrikes",,,,,,,,,,,,,,
SOM-2025-004,2025-02-15,Somalia,CONTEXT,,P2 HIGH,Telegram removes ISIS-Somalia's Iclaam propaganda channel amid content crackdown,"Telegram removed 'Iclaam,' a key ISIS-Somalia propaganda channel that broadcast battlefield reports, ideological messaging, and recruitment content particularly targeting Puntland-region audiences. Despite the removal, ISS maintained presence through Taageere Radio Hijratayn on Facebook, continuing to broadcast content about clashes with Puntland forces. The takedown came during an intensified period of counter-terrorism operations and demonstrated ongoing challenges in fully severing extremist online networks when ISIS moved to backup channels and encrypted alternatives.","['Telegram (platform)', 'Islamic State Somalia (ISS)', 'Somali Federal Government (NISA)', 'Tech Against Terrorism']","['Telegram', 'Facebook (Taageere Radio Hijratayn)']",2,['NAR-SO-004'],"['EXT-2025-007', 'EXT-2025-028', 'SOM-2025-001', 'SOM-2025-002', 'SOM-2025-003', 'SOM-2025-021', 'SOM-2025-033', 'SOM-2025-036', 'SOM-2025-043', 'SOM-2025-045', 'SOM-2026-001', 'SOM-2026-004', 'SOM-2026-007', 'SOM-2026-010', 'SOM-2026-011']",MEDIUM,meta_monitoring,False,"[{'family': 'Counter-Narrative Response', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Adjusted from 4 to 2 (delta -2) by LLM-as-judge calibration'}, {'family': 'Anti-Government Narrative', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Confirmed at 2 by LLM-as-judge calibration'}, {'family': 'Misinformation/Disinformation', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Confirmed at 2 by LLM-as-judge calibration'}]",SOM-2025-004,,"Platform enforcement action against ISIS-Somalia propaganda, though the group maintains alternative channels suggesting resilient information operations infrastructure.",2026-03-19T07:54:47.141452+00:00,0,,https://www.hiiraan.com/news4/2025/Feb/200270/telegram_shuts_down_isis_propaganda_channel_in_somalia_amid_crackdown.aspx,,,,,,,"['ISIS-Somalia battlefield victories and territorial control', 'Recruitment messaging targeting Puntland audiences']",,,,,,,,,,,,,,,,,,,
EXT-2025-003,2025-02-19,Regional,CONTEXT,,P2 HIGH,"Sputnik Launches African Bureau in Addis Ababa, Opens Only Russian Amharic-Language Editorial Centre","Sputnik International officially opened its African bureau in Addis Ababa, Ethiopia, making it the only Russian media outlet producing content in Amharic, reaching an estimated 57 million Amharic speakers across the Horn of Africa. The bureau employs Ethiopian journalists under an editorial policy aligned with the 'national interests' of Ethiopia and Russia. This expansion represented a significant deepening of Russian soft-power reach into the East African information space at a time when Western outlets like BBC World Service and Voice of America were scaling back Africa operations.","['Sputnik Africa', 'Russian Embassy Kenya']","['Online news portal', 'Radio']",2,['NAR-FP-001'],"['EXT-2025-002', 'EXT-2025-011', 'EXT-2025-013', 'EXT-2025-015', 'EXT-2025-016', 'EXT-2025-017', 'EXT-2025-018', 'EXT-2025-029', 'EXT-2025-032', 'EXT-2025-034', 'EXT-2025-036', 'EXT-2026-002', 'EXT-2026-004', 'EXT-2026-005', 'EXT-2026-008']",MEDIUM,meta_monitoring,False,"[{'family': 'Foreign Influence Operation', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Adjusted from 5 to 2 (delta -3) by LLM-as-judge calibration'}, {'family': 'Foreign Influence Operation', 'intensity': 2, 'calibrated': True, 'calibration_note': 'Adjusted from 5 to 2 (delta -3) by LLM-as-judge calibration'}]",EXT-2025-003,,"Strategic Russian media expansion into Horn of Africa with Amharic-language content, potentially creating new vector for Russian influence operations in the region.",2026-03-19T07:54:47.141457+00:00,0,,https://www.ena.et/web/eng/w/eng_6004602; https://en.sputniknews.africa/20250818/1077156197.html; https://ecfr.eu/publication/the-bear-and-the-bot-farm-countering-russian-hybrid-warfare-in-africa/,,,,"Sputnik bureau opening — infrastructure expansion, not specific false claims",DISINFO,2026-03-16,['Russian media expansion serves Ethiopian and Russian national interests'],"{'sputnik_official_opening': 'https://en.sputniknews.africa/20250219/sputnik-opens-editorial-center-in-ethiopia-1070727927.html', 'sputnik_india_opening': 'https://sputniknews.in/20250219/sputnik-opens-hub-in-ethiopia-8793141.html', 'ecfr_bear_bot_farm': 'https://ecfr.eu/publication/the-bear-and-the-bot-farm-countering-russian-hybrid-warfare-in-africa/', 'hornreview_impact_analysis': 'https://hornreview.org/2025/02/21/the-impact-of-sputniks-editorial-center-in-ethiopia/', 'bbc_russia_media_expansion': 'https://www.bbc.com/news/articles/cm2vr37yd4no', 'star_kenya_russia_media': 'https://www.the-star.co.ke/news/world/2025-08-25-how-russia-is-quietly-trying-to-win-over-the-world-beyond-the-west'}",,,,,,,,,,,,,,,,,,
